longitude,latitude,depth,dist_to_land,avg_wave_height,ncf,lcoe,substructure,capacity,fixed_bottom,net_value,avg_wind_speed,score
-92.6696,29.212,18.70,58.44,0.86,0.42,112,Monopile,0.28,True,-64.0,7.75,-26.88
-92.5589,29.2085,17.65,58.44,0.86,0.42,112,Monopile,0.28,True,-64.0,7.75,-26.88
-92.4481,29.2049,14.28,58.44,0.9,0.42,110,Monopile,0.28,True,-62.0,7.75,-26.04
-92.3375,29.2012,8.04,59.19,0.9,0.42,108,Monopile,0.28,True,-59.0,7.75,-24.779999999999998
-92.1161,29.1935,6.63,64.39,0.79,0.42,113,Monopile,0.28,True,-65.0,7.75,-27.3
-92.0054,29.1895,7.52,65.65,0.79,0.42,113,Monopile,0.28,True,-63.0,7.75,-26.459999999999997
-91.8948,29.1853,6.19,65.54,0.79,0.42,114,Monopile,0.28,True,-64.0,7.75,-26.88
-91.7841,29.1811,5.61,65.18,0.74,0.42,115,Monopile,0.28,True,-65.0,7.75,-27.3
-91.6735,29.1767,5.45,59.03,0.55,0.42,113,Monopile,0.28,True,-63.0,7.75,-26.459999999999997
-91.5629,29.1722,6.03,50.52,0.55,0.42,113,Monopile,0.28,True,-63.0,7.75,-26.459999999999997
-91.4523,29.1676,6.03,42.46,0.55,0.41,114,Monopile,0.28,True,-65.0,7.25,-26.65
-91.3417,29.1629,5.13,37.19,0.55,0.41,116,Monopile,0.22,True,-66.0,7.25,-27.06
-90.1196,29.0954,8.55,12.19,0.72,0.39,108,Monopile,0.22,True,-58.0,7.25,-22.62
-90.0156,29.0975,14.62,21.92,0.72,0.39,113,Monopile,0.22,True,-63.0,7.25,-24.57
-89.9052,29.0913,21.08,29.5,0.72,0.39,120,Monopile,0.22,True,-70.0,7.25,-27.3
-89.7948,29.085,26.61,29.24,0.71,0.39,123,Jacket,0.22,True,-73.0,7.25,-28.470000000000002
-89.6844,29.0786,24.03,28.57,0.6,0.39,122,Monopile,0.28,True,-72.0,7.25,-28.080000000000002
-89.574,29.0721,14.13,23.49,0.6,0.39,116,Monopile,0.22,True,-66.0,7.25,-25.740000000000002
-89.4653,29.0645,7.40,13.77,0.6,0.38,115,Monopile,0.22,True,-65.0,7.25,-24.7
-89.0215,29.0369,39.93,29.88,0.86,0.37,133,Semi,0.22,False,-83.0,7.25,-30.71
-88.9122,29.0306,108.74,40.47,0.86,0.39,131,Semi,0.22,False,-81.0,7.25,-31.59
-88.802,29.0233,193.48,51.19,0.86,0.4,131,Semi,0.28,False,-82.0,7.25,-32.800000000000004
-88.6918,29.0159,275.46,61.92,0.97,0.4,133,Semi,0.28,False,-83.0,7.25,-33.2
-88.5816,29.0083,427.19,72.67,0.97,0.4,136,Semi,0.28,False,-86.0,7.75,-34.4
-88.4714,29.0007,650.93,83.43,0.97,0.41,139,Semi,0.28,False,-89.0,7.75,-36.489999999999995
-88.3613,28.9929,809.51,94.19,0.97,0.41,142,Semi,0.28,False,-93.0,7.75,-38.129999999999995
-87.151,28.9001,884.28,161.2,0.94,0.36,173,Semi,0.33,False,-131.0,6.75,-47.16
-87.0411,28.891,748.15,166.04,0.94,0.37,163,Semi,0.33,False,-121.0,6.75,-44.769999999999996
-86.9313,28.8818,636.67,170.75,0.94,0.37,161,Semi,0.33,False,-119.0,6.75,-44.03
-86.8214,28.8724,559.10,171.08,0.94,0.37,161,Semi,0.33,False,-122.0,6.75,-45.14
-86.7116,28.863,499.92,169.27,0.91,0.37,160,Semi,0.33,False,-122.0,6.75,-45.14
-86.6018,28.8534,449.33,166.94,0.91,0.37,159,Semi,0.33,False,-121.0,6.75,-44.769999999999996
-94.6622,29.3523,8.29,38.04,0.47,0.44,93,Monopile,0.19,True,-42.0,7.75,-18.48
-94.5512,29.3508,11.96,44.57,0.47,0.43,96,Monopile,0.22,True,-46.0,7.75,-19.78
-94.4402,29.3493,13.31,47.66,0.47,0.43,98,Monopile,0.22,True,-47.0,7.75,-20.21
-94.3293,29.3476,14.32,47.66,0.47,0.43,99,Monopile,0.22,True,-48.0,7.75,-20.64
-94.2183,29.3459,13.38,47.66,0.52,0.43,99,Monopile,0.28,True,-48.0,7.75,-20.64
-94.1074,29.344,11.51,47.66,0.53,0.43,99,Monopile,0.28,True,-28.0,7.75,-12.04
-93.9965,29.342,11.21,47.66,0.53,0.43,99,Monopile,0.28,True,-28.0,7.75,-12.04
-93.8855,29.3399,11.95,47.66,0.53,0.43,100,Monopile,0.28,True,-52.0,7.75,-22.36
-93.7746,29.3377,12.91,47.66,0.57,0.43,100,Monopile,0.28,True,-51.0,7.75,-21.93
-93.6637,29.3353,12.64,47.66,0.66,0.44,98,Monopile,0.28,True,-50.0,7.75,-22.0
-93.5528,29.3329,13.17,48.63,0.66,0.44,98,Monopile,0.28,True,-50.0,7.75,-22.0
-93.4418,29.3303,15.27,51.85,0.66,0.44,101,Monopile,0.28,True,-53.0,7.75,-23.32
-93.3309,29.3276,15.90,55.15,0.66,0.43,103,Monopile,0.28,True,-55.0,7.75,-23.65
-93.22,29.3249,15.81,55.05,0.64,0.43,104,Monopile,0.28,True,-55.0,7.75,-23.65
-93.1092,29.3219,16.00,51.75,0.63,0.43,103,Monopile,0.28,True,-55.0,7.75,-23.65
-92.9983,29.3189,16.20,48.56,0.63,0.43,103,Monopile,0.28,True,-55.0,7.75,-23.65
-92.8874,29.3158,16.81,47.66,0.63,0.43,105,Monopile,0.28,True,-57.0,7.75,-24.509999999999998
-92.7765,29.3126,16.68,47.66,0.59,0.43,106,Monopile,0.28,True,-58.0,7.75,-24.94
-92.6657,29.3092,16.13,47.66,0.5,0.43,106,Monopile,0.28,True,-58.0,7.75,-24.94
-92.5548,29.3057,14.04,47.66,0.5,0.42,106,Monopile,0.28,True,-57.0,7.75,-23.939999999999998
-92.444,29.3022,9.95,47.66,0.5,0.42,104,Monopile,0.28,True,-56.0,7.75,-23.52
-92.3332,29.2985,6.52,48.6,0.5,0.42,103,Monopile,0.28,True,-55.0,7.75,-23.099999999999998
-92.2224,29.2946,5.20,51.81,0.41,0.42,109,Monopile,0.28,True,-61.0,7.75,-25.619999999999997
-92.1116,29.2907,5.02,55.11,0.4,0.42,110,Monopile,0.28,True,-62.0,7.75,-26.04
-92.0008,29.2867,6.15,56.75,0.4,0.42,109,Monopile,0.28,True,-60.0,7.75,-25.2
-91.89,29.2825,6.41,56.75,0.44,0.42,110,Monopile,0.22,True,-60.0,7.75,-25.2
-91.7792,29.2783,5.74,56.54,0.41,0.42,111,Monopile,0.22,True,-61.0,7.75,-25.619999999999997
-91.6684,29.2739,5.15,51.41,0.3,0.42,110,Monopile,0.22,True,-60.0,7.75,-25.2
-91.5577,29.2694,4.86,44.29,0.31,0.42,110,Monopile,0.22,True,-61.0,7.75,-25.619999999999997
-89.9994,29.1819,7.99,22.36,0.72,0.38,112,Monopile,0.22,True,-62.0,7.25,-23.56
-89.8981,29.1885,12.13,28.16,0.72,0.37,118,Monopile,0.22,True,-68.0,7.25,-25.16
-89.7875,29.1822,14.78,24.45,0.7,0.38,118,Monopile,0.22,True,-67.0,7.25,-25.46
-89.677,29.1757,12.32,20.21,0.6,0.38,113,Monopile,0.22,True,-63.0,7.25,-23.94
-89.5665,29.1692,7.76,14.87,0.6,0.38,112,Monopile,0.22,True,-62.0,7.25,-23.56
-88.904,29.1277,59.64,40.14,0.86,0.39,130,Semi,0.22,False,-80.0,7.25,-31.200000000000003
-88.7936,29.1204,88.75,50.92,0.87,0.39,132,Semi,0.28,False,-82.0,7.25,-31.98
-88.6833,29.1129,117.33,61.7,0.97,0.39,134,Semi,0.28,False,-84.0,7.25,-32.76
-88.573,29.1054,246.35,72.48,0.97,0.4,135,Semi,0.28,False,-85.0,7.25,-34.0
-88.4627,29.0977,348.80,83.26,0.97,0.41,135,Semi,0.28,False,-85.0,7.75,-34.85
-88.3524,29.09,456.89,94.04,0.97,0.41,137,Semi,0.28,False,-87.0,7.75,-35.669999999999995
-88.2421,29.0821,666.71,104.82,0.97,0.41,142,Semi,0.28,False,-92.0,7.75,-37.72
-88.1319,29.0741,892.39,115.51,0.97,0.41,146,Semi,0.28,False,-96.0,7.75,-39.36
-87.1407,28.9971,890.18,151.48,0.94,0.36,172,Semi,0.33,False,-130.0,6.75,-46.8
-87.0307,28.9879,738.73,156.63,0.94,0.37,162,Semi,0.33,False,-120.0,6.75,-44.4
-86.9207,28.9787,615.45,161.66,0.94,0.37,160,Semi,0.33,False,-118.0,6.75,-43.66
-86.8108,28.9694,536.79,162.54,0.94,0.37,159,Semi,0.33,False,-121.0,6.75,-44.769999999999996
-86.7008,28.9599,474.93,161.4,0.91,0.37,158,Semi,0.33,False,-119.0,6.75,-44.03
-86.5909,28.9503,424.55,159.64,0.91,0.37,158,Semi,0.33,False,-119.0,6.75,-44.03
-86.481,28.9407,385.61,153.1,0.91,0.37,157,Semi,0.33,False,-118.0,6.75,-43.66
-94.5469,29.4445,7.59,36.0,0.47,0.43,95,Monopile,0.19,True,-44.0,7.75,-18.919999999999998
-94.4384,29.4466,10.36,36.88,0.47,0.43,95,Monopile,0.19,True,-44.0,7.75,-18.919999999999998
-94.3273,29.4449,12.16,36.88,0.47,0.43,96,Monopile,0.22,True,-46.0,7.75,-19.78
-94.2163,29.4431,12.45,36.88,0.52,0.43,97,Monopile,0.22,True,-26.0,7.75,-11.18
-94.1052,29.4412,11.96,36.88,0.53,0.43,97,Monopile,0.22,True,-26.0,7.75,-11.18
-93.9941,29.4392,11.18,36.88,0.53,0.43,97,Monopile,0.22,True,-26.0,7.75,-11.18
-93.883,29.4371,9.54,36.88,0.53,0.43,96,Monopile,0.22,True,-48.0,7.75,-20.64
-93.772,29.4349,9.01,36.88,0.57,0.43,96,Monopile,0.28,True,-47.0,7.75,-20.21
-93.6609,29.4326,11.65,36.88,0.66,0.44,95,Monopile,0.28,True,-47.0,7.75,-20.68
-93.5499,29.4301,12.43,38.06,0.66,0.44,95,Monopile,0.28,True,-47.0,7.75,-20.68
-93.4389,29.4276,11.87,41.95,0.66,0.44,97,Monopile,0.28,True,-49.0,7.75,-21.56
-93.3278,29.4249,11.02,45.95,0.66,0.43,99,Monopile,0.28,True,-51.0,7.75,-21.93
-93.2168,29.4221,13.07,45.84,0.64,0.43,101,Monopile,0.28,True,-53.0,7.75,-22.79
-93.1058,29.4192,13.76,41.84,0.63,0.43,101,Monopile,0.28,True,-52.0,7.75,-22.36
-92.9948,29.4162,14.43,37.97,0.63,0.43,101,Monopile,0.28,True,-52.0,7.75,-22.36
-92.8838,29.413,14.76,36.88,0.63,0.43,102,Monopile,0.28,True,-54.0,7.75,-23.22
-92.7728,29.4098,14.64,36.88,0.59,0.42,103,Monopile,0.28,True,-55.0,7.75,-23.099999999999998
-92.6618,29.4064,13.76,36.88,0.5,0.42,103,Monopile,0.28,True,-55.0,7.75,-23.099999999999998
-92.5508,29.403,11.94,36.88,0.5,0.42,103,Monopile,0.28,True,-55.0,7.75,-23.099999999999998
-92.4399,29.3994,9.74,36.88,0.5,0.42,102,Monopile,0.28,True,-54.0,7.75,-22.68
-92.3289,29.3957,7.82,38.02,0.5,0.42,104,Monopile,0.22,True,-56.0,7.75,-23.52
-92.218,29.3919,5.43,41.9,0.39,0.42,108,Monopile,0.28,True,-59.0,7.75,-24.779999999999998
-89.7821,29.2643,7.80,20.44,0.6,0.34,125,Monopile,0.19,True,-74.0,7.25,-25.16
-89.0,29.2383,11.14,29.92,0.73,0.38,122,Monopile,0.22,True,-72.0,6.75,-27.36
-88.8957,29.2247,48.63,40.14,0.78,0.38,129,Semi,0.22,False,-79.0,7.25,-30.02
-88.7852,29.2174,67.28,50.92,0.83,0.39,132,Semi,0.28,False,-82.0,7.25,-31.98
-88.6748,29.21,71.12,61.7,0.96,0.39,133,Semi,0.28,False,-83.0,7.25,-32.370000000000005
-88.5643,29.2024,100.84,72.48,0.97,0.39,133,Semi,0.28,False,-83.0,7.25,-32.370000000000005
-88.4539,29.1948,174.30,83.26,0.97,0.4,133,Semi,0.28,False,-83.0,7.25,-33.2
-88.3435,29.187,223.79,94.04,0.97,0.4,134,Semi,0.28,False,-84.0,7.25,-33.6
-88.2331,29.1791,314.67,104.82,0.97,0.41,136,Semi,0.28,False,-86.0,7.25,-35.26
-88.1227,29.1711,438.15,115.42,0.97,0.41,139,Semi,0.28,False,-89.0,7.25,-36.489999999999995
-88.0124,29.163,597.11,120.58,0.97,0.4,143,Semi,0.33,False,-93.0,7.25,-37.2
-87.9021,29.1548,868.78,123.19,0.97,0.39,152,Semi,0.33,False,-110.0,6.75,-42.9
-87.1304,29.094,890.29,141.78,0.94,0.36,170,Semi,0.33,False,-128.0,6.75,-46.08
-87.0203,29.0849,738.25,147.25,0.94,0.37,161,Semi,0.33,False,-119.0,6.75,-44.03
-86.9102,29.0756,603.17,152.61,0.94,0.37,159,Semi,0.33,False,-120.0,6.75,-44.4
-86.8001,29.0663,518.14,154.06,0.94,0.37,157,Semi,0.33,False,-119.0,6.75,-44.03
-86.69,29.0568,456.86,153.6,0.91,0.37,157,Semi,0.33,False,-118.0,6.75,-43.66
-86.58,29.0472,409.82,152.42,0.91,0.37,155,Semi,0.33,False,-117.0,6.75,-43.29
-86.47,29.0375,372.11,145.65,0.91,0.37,156,Semi,0.33,False,-117.0,6.75,-43.29
-86.36,29.0277,340.65,137.75,0.91,0.37,155,Semi,0.33,False,-116.0,6.75,-42.92
-94.3218,29.5371,6.84,26.65,0.47,0.42,96,Monopile,0.19,True,-25.0,7.75,-10.5
-94.2142,29.5404,9.56,26.1,0.52,0.42,95,Monopile,0.19,True,-24.0,7.75,-10.08
-94.103,29.5385,10.36,26.1,0.53,0.43,93,Monopile,0.22,True,-22.0,7.75,-9.459999999999999
-93.9918,29.5365,10.37,26.1,0.53,0.43,92,Monopile,0.22,True,-21.0,7.75,-9.03
-93.8806,29.5344,10.75,26.1,0.53,0.44,92,Monopile,0.22,True,-44.0,7.75,-19.36
-93.7694,29.5321,10.95,26.1,0.57,0.44,92,Monopile,0.22,True,-43.0,7.75,-18.92
-93.6582,29.5298,10.10,26.1,0.66,0.44,91,Monopile,0.28,True,-43.0,7.75,-18.92
-93.547,29.5274,10.12,27.64,0.66,0.44,92,Monopile,0.28,True,-44.0,7.75,-19.36
-93.4359,29.5248,10.60,32.75,0.66,0.44,94,Monopile,0.28,True,-46.0,7.75,-20.24
-93.3247,29.5221,11.76,38.0,0.66,0.43,98,Monopile,0.28,True,-49.0,7.75,-21.07
-93.2135,29.5193,12.00,37.85,0.64,0.43,99,Monopile,0.28,True,-50.0,7.75,-21.5
-93.1024,29.5164,12.33,32.6,0.63,0.43,98,Monopile,0.28,True,-50.0,7.75,-21.5
-92.9913,29.5134,12.65,27.53,0.63,0.42,98,Monopile,0.28,True,-50.0,7.75,-21.0
-92.8801,29.5102,12.26,26.1,0.63,0.42,99,Monopile,0.28,True,-51.0,7.75,-21.419999999999998
-92.769,29.507,11.38,26.1,0.59,0.42,101,Monopile,0.22,True,-52.0,7.75,-21.84
-92.6579,29.5036,10.25,26.1,0.5,0.42,100,Monopile,0.22,True,-52.0,7.75,-21.84
-92.5468,29.5002,8.60,26.1,0.5,0.43,100,Monopile,0.22,True,-51.0,7.75,-21.93
-92.4357,29.4966,6.86,26.1,0.5,0.42,100,Monopile,0.22,True,-52.0,7.75,-21.84
-92.3261,29.4911,4.72,27.71,0.5,0.42,105,Monopile,0.22,True,-57.0,7.75,-23.939999999999998
-89.1069,29.3377,6.97,21.21,0.51,0.38,112,Monopile,0.22,True,-62.0,6.75,-23.56
-88.9981,29.329,17.28,30.99,0.51,0.39,117,Monopile,0.22,True,-67.0,7.25,-26.130000000000003
-88.8874,29.3218,33.63,41.45,0.51,0.39,127,Jacket,0.22,True,-77.0,7.25,-30.03
-88.7768,29.3144,53.42,51.99,0.6,0.39,129,Semi,0.28,False,-79.0,7.25,-30.810000000000002
-88.6662,29.307,60.70,62.57,0.87,0.39,130,Semi,0.28,False,-81.0,7.25,-31.59
-88.5557,29.2994,64.62,73.24,0.87,0.4,130,Semi,0.28,False,-80.0,7.25,-32.0
-88.4451,29.2918,71.93,83.92,0.88,0.4,130,Semi,0.28,False,-81.0,7.25,-32.4
-88.3346,29.284,80.20,94.02,0.89,0.4,132,Semi,0.28,False,-82.0,7.25,-32.800000000000004
-88.2241,29.2761,98.85,103.45,0.9,0.4,133,Semi,0.28,False,-83.0,7.25,-33.2
-88.1136,29.2681,161.79,112.66,0.91,0.4,135,Semi,0.28,False,-85.0,7.25,-34.0
-88.0031,29.26,246.46,115.48,0.92,0.4,138,Semi,0.33,False,-88.0,7.25,-35.2
-87.8926,29.2517,329.48,115.31,0.93,0.37,150,Semi,0.33,False,-108.0,6.75,-39.96
-87.7822,29.2434,509.60,115.31,0.93,0.36,156,Semi,0.33,False,-114.0,6.75,-41.04
-87.6718,29.2349,759.42,116.46,0.93,0.36,160,Semi,0.33,False,-117.0,6.75,-42.12
-87.3354,29.2142,946.97,123.19,0.95,0.35,173,Semi,0.33,False,-131.0,6.75,-45.849999999999994
-87.2304,29.1999,854.65,127.5,0.95,0.35,172,Semi,0.33,False,-130.0,6.75,-45.5
-87.1201,29.1909,822.92,132.12,0.94,0.36,167,Semi,0.33,False,-124.0,6.75,-44.64
-87.0099,29.1818,752.87,137.63,0.94,0.37,160,Semi,0.33,False,-118.0,6.75,-43.66
-86.8996,29.1725,582.70,143.03,0.94,0.37,157,Semi,0.33,False,-119.0,6.75,-44.03
-86.7894,29.1632,494.30,144.9,0.94,0.37,156,Semi,0.33,False,-118.0,6.75,-43.66
-86.6792,29.1537,435.82,145.06,0.91,0.37,156,Semi,0.33,False,-118.0,6.75,-43.66
-86.569,29.1441,391.46,144.43,0.91,0.37,155,Semi,0.33,False,-117.0,6.75,-43.29
-86.4589,29.1344,354.19,137.81,0.91,0.37,153,Semi,0.33,False,-115.0,6.75,-42.55
-86.3488,29.1246,323.12,129.98,0.91,0.37,153,Semi,0.33,False,-115.0,6.75,-42.55
-86.2387,29.1147,292.94,122.33,0.89,0.37,152,Semi,0.33,False,-114.0,6.75,-42.18
-86.1389,29.115,261.85,115.23,0.87,0.37,152,Semi,0.33,False,-113.0,6.75,-41.81
-94.096,29.6245,5.68,16.55,0.53,0.43,91,Monopile,0.19,True,-20.0,7.75,-8.6
-93.7668,29.6294,8.37,15.32,0.58,0.45,87,Monopile,0.22,True,-39.0,7.75,-17.55
-93.6555,29.627,9.58,15.32,0.66,0.45,88,Monopile,0.22,True,-40.0,7.75,-18.0
-93.5442,29.6246,10.30,17.53,0.66,0.44,90,Monopile,0.22,True,-42.0,7.75,-18.48
-93.4329,29.622,10.56,24.85,0.66,0.44,93,Monopile,0.22,True,-45.0,7.75,-19.8
-93.3216,29.6193,10.39,32.37,0.66,0.43,96,Monopile,0.22,True,-48.0,7.75,-20.64
-93.2103,29.6165,10.30,32.16,0.63,0.43,97,Monopile,0.28,True,-49.0,7.75,-21.07
-93.099,29.6136,10.22,24.64,0.63,0.43,95,Monopile,0.22,True,-47.0,7.75,-20.21
-92.9877,29.6106,9.50,17.37,0.63,0.43,94,Monopile,0.22,True,-45.0,7.75,-19.35
-92.8765,29.6074,7.43,15.32,0.63,0.42,96,Monopile,0.22,True,-47.0,7.75,-19.74
-89.1007,29.4331,4.73,27.67,0.51,0.38,114,Monopile,0.22,True,-64.0,7.25,-24.32
-88.9899,29.426,10.64,35.63,0.51,0.39,114,Monopile,0.22,True,-64.0,7.25,-24.96
-88.8791,29.4188,17.22,45.19,0.51,0.39,119,Monopile,0.28,True,-69.0,7.25,-26.91
-88.7684,29.4114,31.18,55.04,0.63,0.4,128,Jacket,0.28,True,-78.0,7.25,-31.200000000000003
-88.6577,29.404,48.56,65.03,0.87,0.4,129,Semi,0.28,False,-79.0,7.25,-31.6
-88.547,29.3964,56.19,75.4,0.87,0.4,129,Semi,0.28,False,-79.0,7.25,-31.6
-88.4363,29.3888,56.32,85.8,0.87,0.4,130,Semi,0.28,False,-81.0,7.25,-32.4
-88.3256,29.381,56.90,93.95,0.87,0.4,131,Semi,0.28,False,-82.0,7.25,-32.800000000000004
-88.215,29.3731,62.85,99.52,0.89,0.4,132,Semi,0.28,False,-83.0,7.25,-33.2
-88.1044,29.365,79.04,104.94,0.89,0.4,133,Semi,0.28,False,-84.0,7.25,-33.6
-87.9938,29.3569,102.57,106.09,0.89,0.4,136,Semi,0.33,False,-95.0,7.25,-38.0
-87.8832,29.3487,102.68,105.24,0.89,0.38,142,Semi,0.33,False,-100.0,6.75,-38.0
-87.7726,29.3403,139.11,104.64,0.89,0.37,148,Semi,0.33,False,-106.0,6.75,-39.22
-87.6621,29.3318,256.84,105.83,0.88,0.37,147,Semi,0.33,False,-105.0,6.75,-38.85
-87.5516,29.3233,460.02,107.36,0.88,0.38,147,Semi,0.33,False,-105.0,6.75,-39.9
-87.4411,29.3146,671.47,109.56,0.88,0.36,162,Semi,0.33,False,-120.0,6.75,-43.199999999999996
-87.3306,29.3058,710.58,113.7,0.88,0.35,166,Semi,0.33,False,-124.0,6.75,-43.4
-87.2202,29.2968,690.00,117.95,0.87,0.35,166,Semi,0.33,False,-123.0,6.75,-43.05
-87.1098,29.2878,703.63,122.54,0.87,0.37,158,Semi,0.33,False,-116.0,6.75,-42.92
-86.9994,29.2787,754.43,127.54,0.88,0.37,158,Semi,0.33,False,-120.0,6.75,-44.4
-86.889,29.2694,553.58,132.45,0.88,0.37,155,Semi,0.33,False,-116.0,6.75,-42.92
-86.7787,29.26,469.74,134.48,0.88,0.37,154,Semi,0.33,False,-116.0,6.75,-42.92
-86.6684,29.2505,413.97,135.13,0.87,0.37,155,Semi,0.33,False,-116.0,6.75,-42.92
-86.5581,29.2409,370.87,135.03,0.88,0.36,157,Semi,0.33,False,-119.0,6.75,-42.839999999999996
-86.4478,29.2312,332.86,129.26,0.89,0.37,153,Semi,0.33,False,-114.0,6.75,-42.18
-86.3376,29.2214,296.11,122.35,0.89,0.37,151,Semi,0.33,False,-112.0,6.75,-41.44
-86.2273,29.2115,259.78,115.27,0.87,0.37,151,Semi,0.33,False,-112.0,6.75,-41.44
-86.1171,29.2014,226.59,107.71,0.87,0.37,150,Semi,0.28,False,-111.0,7.25,-41.07
-86.007,29.1913,196.55,100.11,0.87,0.37,150,Semi,0.28,False,-111.0,7.25,-41.07
-85.8968,29.181,166.46,93.41,0.87,0.36,149,Semi,0.28,False,-110.0,7.25,-39.6
-85.7958,29.1846,117.47,87.14,0.86,0.36,148,Semi,0.28,False,-110.0,6.75,-39.6
-93.6519,29.7136,5.12,5.72,0.66,0.42,91,Monopile,0.22,True,-42.0,7.75,-17.64
-93.5399,29.7189,5.85,7.85,0.66,0.43,90,Monopile,0.22,True,-42.0,7.75,-18.06
-93.4298,29.7192,5.25,16.99,0.66,0.43,93,Monopile,0.22,True,-45.0,7.75,-19.35
-93.3184,29.7165,5.91,26.78,0.66,0.43,96,Monopile,0.22,True,-48.0,7.75,-20.64
-93.207,29.7137,6.62,26.5,0.63,0.43,95,Monopile,0.22,True,-47.0,7.75,-20.21
-93.0985,29.7074,5.64,17.26,0.63,0.43,93,Monopile,0.22,True,-45.0,7.75,-19.35
-88.9817,29.523,5.46,40.35,0.51,0.36,123,Monopile,0.22,True,-73.0,7.25,-26.279999999999998
-88.8708,29.5158,11.13,48.98,0.51,0.39,116,Monopile,0.28,True,-66.0,7.25,-25.740000000000002
-88.7599,29.5084,16.13,58.14,0.65,0.4,120,Monopile,0.28,True,-70.0,7.25,-28.0
-88.6491,29.501,30.40,67.54,0.87,0.4,129,Jacket,0.28,True,-79.0,7.25,-31.6
-88.5383,29.4934,47.77,77.6,0.87,0.4,129,Semi,0.28,False,-80.0,7.25,-32.0
-88.4274,29.4857,51.50,87.69,0.87,0.4,131,Semi,0.28,False,-81.0,7.25,-32.4
-88.3167,29.4779,50.75,93.87,0.87,0.4,132,Semi,0.28,False,-82.0,7.25,-32.800000000000004
-88.2059,29.47,49.21,95.52,0.89,0.4,132,Semi,0.28,False,-82.0,7.25,-32.800000000000004
-88.0951,29.462,49.05,97.11,0.89,0.4,132,Semi,0.28,False,-91.0,7.25,-36.4
-87.9844,29.4538,56.91,96.6,0.89,0.4,134,Semi,0.28,False,-93.0,7.25,-37.2
-87.8737,29.4456,64.67,95.12,0.89,0.38,140,Semi,0.28,False,-98.0,7.25,-37.24
-87.763,29.4372,70.85,93.97,0.89,0.37,143,Semi,0.28,False,-101.0,7.25,-37.37
-87.6524,29.4287,85.91,95.19,0.88,0.38,141,Semi,0.28,False,-99.0,7.25,-37.62
-87.5417,29.4202,143.16,96.88,0.88,0.38,141,Semi,0.28,False,-99.0,7.25,-37.62
-87.4311,29.4115,340.13,99.29,0.88,0.37,150,Semi,0.28,False,-108.0,7.25,-39.96
-87.3205,29.4026,457.22,103.79,0.88,0.35,160,Semi,0.33,False,-118.0,6.75,-41.3
-87.21,29.3937,527.10,108.41,0.86,0.36,156,Semi,0.33,False,-114.0,6.75,-41.04
-87.0994,29.3847,576.45,112.97,0.86,0.37,152,Semi,0.33,False,-111.0,6.75,-41.07
-86.9889,29.3755,670.31,117.44,0.86,0.37,155,Semi,0.33,False,-117.0,6.75,-43.29
-86.8784,29.3662,508.98,121.84,0.86,0.37,153,Semi,0.33,False,-114.0,6.75,-42.18
-86.7679,29.3569,434.74,124.04,0.85,0.37,153,Semi,0.33,False,-115.0,6.75,-42.55
-86.6575,29.3474,381.22,125.16,0.83,0.37,153,Semi,0.33,False,-114.0,6.75,-42.18
-86.5471,29.3378,333.08,125.59,0.83,0.36,154,Semi,0.33,False,-115.0,6.75,-41.4
-86.4367,29.3281,288.90,120.7,0.83,0.36,154,Semi,0.33,False,-116.0,6.75,-41.76
-86.3263,29.3182,249.44,114.72,0.83,0.37,150,Semi,0.33,False,-111.0,6.75,-41.07
-86.2159,29.3083,214.27,108.23,0.79,0.37,147,Semi,0.28,False,-109.0,7.25,-40.33
-86.1056,29.2982,178.98,100.19,0.78,0.37,147,Semi,0.28,False,-109.0,7.25,-40.33
-85.9953,29.2881,138.69,92.04,0.79,0.37,146,Semi,0.28,False,-108.0,7.25,-39.96
-85.8851,29.2778,101.57,84.78,0.8,0.37,145,Semi,0.28,False,-107.0,7.25,-39.589999999999996
-85.7748,29.2674,84.93,78.64,0.78,0.37,145,Semi,0.28,False,-106.0,7.25,-39.22
-85.6687,29.2717,64.35,71.42,0.7,0.37,143,Semi,0.28,False,-105.0,6.75,-38.85
-88.8625,29.6127,7.26,54.24,0.51,0.39,118,Monopile,0.22,True,-68.0,7.25,-26.52
-88.7515,29.6054,13.09,63.12,0.69,0.41,117,Monopile,0.28,True,-68.0,7.25,-27.88
-88.6405,29.5979,19.23,71.74,0.87,0.41,123,Monopile,0.28,True,-73.0,7.25,-29.93
-88.5295,29.5903,38.29,79.66,0.87,0.41,132,Jacket,0.28,True,-82.0,7.25,-33.62
-88.4186,29.5826,43.24,87.55,0.87,0.4,130,Semi,0.28,False,-80.0,7.25,-32.0
-88.3077,29.5748,42.21,91.15,0.87,0.4,131,Semi,0.28,False,-83.0,7.25,-33.2
-88.1968,29.5669,41.28,89.8,0.89,0.4,131,Semi,0.28,False,-84.0,7.25,-33.6
-88.0859,29.5589,41.36,88.45,0.89,0.4,131,Semi,0.28,False,-90.0,7.25,-36.0
-87.975,29.5507,41.81,86.71,0.89,0.4,132,Semi,0.28,False,-91.0,7.25,-36.4
-87.8642,29.5425,43.91,84.79,0.89,0.39,135,Semi,0.28,False,-94.0,7.25,-36.660000000000004
-87.7534,29.5341,50.08,83.28,0.89,0.38,139,Semi,0.28,False,-97.0,7.25,-36.86
-87.6426,29.5256,56.30,84.63,0.88,0.38,139,Semi,0.28,False,-97.0,7.25,-36.86
