wfarm_id,Longitude,Latitude,reeds_region,Depth,Dist_S_to_L,Hs_Average,NCF,LCOE,type_min_lcoe,capacity,isfixed,State,LACE,Net value,Wind speed
5393,-95.1234,27.5097,174,926.68,160.58,1.23,0.44,130,Semi,0.33,FALSE,Texas,51,-79,7.5 - 8.0
6259,-89.9474,28.5080,261,315.58,70.36,0.99,0.41,130,Semi,0.28,FALSE,Louisiana,50,-80,7.5 - 8.0
1307,-77.6670,31.5277,298,772.12,253.84,1.69,0.48,130,Semi,0.33,FALSE,South Carolina,42,-88,8.0 - 8.5
138,-80.3050,28.6993,313,29.00,38.65,0.47,0.37,130,Jacket,0.28,TRUE,Florida,44,-86,6.5 - 7.0
6872,-88.5557,29.2994,261,64.62,73.24,0.87,0.40,130,Semi,0.28,FALSE,Louisiana,50,-80,7.0 - 7.5
1274,-77.6888,31.4326,298,802.97,258.80,1.69,0.48,130,Semi,0.33,FALSE,South Carolina,42,-88,8.0 - 8.5
5730,-93.8104,27.9736,175,94.16,188.90,1.19,0.41,130,Semi,0.33,FALSE,Texas,51,-79,7.0 - 7.5
1093,-78.6875,31.1011,297,765.07,210.52,1.61,0.46,130,Semi,0.33,FALSE,South Carolina,41,-89,7.5 - 8.0
697,-80.7710,30.4263,310,28.92,54.47,1.07,0.38,130,Jacket,0.28,TRUE,Florida,44,-86,7.0 - 7.5
1020,-78.9510,30.9452,297,794.49,197.06,1.55,0.46,130,Semi,0.33,FALSE,South Carolina,41,-89,7.5 - 8.0
7063,-88.4186,29.5826,261,43.24,87.55,0.87,0.40,130,Semi,0.28,FALSE,Louisiana,50,-80,7.0 - 7.5
3015,-72.5037,39.0934,330,938.85,116.62,1.65,0.52,130,Semi,0.33,FALSE,New Jersey,73,-57,9.0 - 9.5
1008,-80.2903,31.1447,275,36.28,91.72,1.25,0.41,130,Jacket,0.33,TRUE,Georgia,41,-89,8.0 - 8.5
6728,-88.9040,29.1277,261,59.64,40.14,0.86,0.39,130,Semi,0.22,FALSE,Louisiana,50,-80,7.0 - 7.5
574,-80.8246,30.1388,310,28.41,49.66,0.91,0.38,130,Jacket,0.28,TRUE,Florida,44,-86,7.0 - 7.5
9648,-123.9342,38.8388,20,648.17,17.86,2.62,0.46,130,Semi,0.28,FALSE,California,49,-81,9.0 - 9.5
10068,-124.4080,45.5911,10,189.30,34.68,2.59,0.43,130,Semi,0.28,FALSE,Oregon,56,-74,8.5 - 9.0
5462,-93.8204,27.5830,175,611.06,221.05,1.24,0.44,130,Semi,0.33,FALSE,Texas,51,-79,7.0 - 7.5
1530,-77.5128,32.1924,298,666.16,197.46,1.67,0.46,130,Semi,0.33,FALSE,South Carolina,42,-88,8.0 - 8.5
10128,-124.1620,46.3549,1,28.96,0.65,2.42,0.39,130,Jacket,0.22,TRUE,Washington,56,-74,8.0 - 8.5
9605,-123.4922,38.0374,25,360.97,46.46,2.66,0.48,130,Semi,0.28,FALSE,California,50,-80,9.0 - 9.5
10075,-124.5808,45.6551,10,274.67,44.71,2.59,0.44,130,Semi,0.28,FALSE,Oregon,55,-75,8.5 - 9.0
7106,-88.5208,29.6873,264,31.76,81.63,0.87,0.41,130,Jacket,0.28,TRUE,Mississippi,48,-82,7.0 - 7.5
5460,-94.0377,27.5873,175,678.66,206.07,1.24,0.44,130,Semi,0.33,FALSE,Texas,51,-79,7.0 - 7.5
9745,-124.4625,41.1315,20,678.69,16.23,2.57,0.43,130,Semi,0.28,FALSE,California,49,-81,9.0 - 9.5
10014,-124.4278,44.9781,13,274.58,43.26,2.58,0.45,130,Semi,0.28,FALSE,Oregon,56,-75,8.5 - 9.0
10202,-124.8039,47.1344,1,132.38,57.44,2.62,0.45,130,Semi,0.28,FALSE,Washington,55,-75,8.5 - 9.0
6388,-89.6038,28.6834,261,101.04,50.52,1.01,0.41,130,Semi,0.28,FALSE,Louisiana,50,-80,7.5 - 8.0
10323,-125.5489,48.0991,1,151.63,71.58,2.64,0.46,130,Semi,0.28,FALSE,Washington,55,-75,8.5 - 9.0
494,-80.9633,29.9658,310,23.22,38.00,0.91,0.36,130,Monopile,0.28,TRUE,Florida,44,-86,6.5 - 7.0
1237,-77.9339,31.3744,298,749.90,245.48,1.64,0.47,130,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
7239,-87.9373,29.9381,267,29.92,47.47,0.70,0.38,130,Jacket,0.28,TRUE,Alabama,42,-88,7.0 - 7.5
1273,-77.8006,31.4511,298,780.12,249.32,1.64,0.48,130,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
6094,-92.4810,28.4261,162,54.63,144.68,1.07,0.40,130,Semi,0.33,FALSE,Louisiana,49,-82,7.0 - 7.5
6179,-90.9406,28.4619,261,35.45,97.32,0.97,0.42,130,Jacket,0.28,TRUE,Louisiana,50,-81,7.5 - 8.0
7245,-87.2696,29.8867,269,56.02,59.86,0.74,0.39,130,Semi,0.28,FALSE,Florida,38,-92,7.0 - 7.5
9599,-123.4569,37.9452,25,548.80,43.45,2.66,0.48,130,Semi,0.28,FALSE,California,50,-80,9.0 - 9.5
5396,-94.7998,27.5009,174,874.07,175.21,1.23,0.44,130,Semi,0.33,FALSE,Texas,51,-80,7.5 - 8.0
25,-79.7554,27.5120,313,413.80,6.34,1.16,0.36,130,Semi,0.28,FALSE,Florida,44,-86,7.0 - 7.5
9664,-123.8683,39.2575,20,117.63,1.25,2.52,0.40,130,Semi,0.22,FALSE,California,49,-81,7.5 - 8.0
7201,-87.5021,29.8075,267,37.56,56.57,0.73,0.39,130,Jacket,0.28,TRUE,Alabama,42,-89,7.0 - 7.5
5881,-92.9304,28.1472,162,77.03,177.02,1.17,0.41,130,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
10013,-124.5585,44.9495,13,418.84,51.55,2.58,0.46,130,Semi,0.28,FALSE,Oregon,55,-75,9.0 - 9.5
10076,-124.4487,45.6838,10,182.14,37.53,2.59,0.43,130,Semi,0.28,FALSE,Oregon,56,-75,8.5 - 9.0
533,-80.9529,30.0583,310,24.33,38.83,0.91,0.37,130,Monopile,0.28,TRUE,Florida,44,-86,7.0 - 7.5
1018,-79.1738,30.9796,297,724.21,177.41,1.55,0.45,130,Semi,0.33,FALSE,South Carolina,41,-89,7.5 - 8.0
9592,-123.4160,37.8579,25,599.85,38.98,2.66,0.48,130,Semi,0.28,FALSE,California,50,-80,9.0 - 9.5
6871,-88.6662,29.3070,261,60.70,62.57,0.87,0.39,130,Semi,0.28,FALSE,Louisiana,50,-81,7.0 - 7.5
974,-80.0855,31.0170,275,42.79,113.67,1.39,0.41,130,Semi,0.33,FALSE,Georgia,41,-89,7.0 - 7.5
9792,-124.3578,41.8609,20,53.79,12.30,2.43,0.40,130,Semi,0.22,FALSE,California,49,-81,9.5 - 10.0
7202,-87.3909,29.7988,267,52.88,60.69,0.73,0.39,130,Semi,0.28,FALSE,Alabama,42,-89,7.0 - 7.5
10084,-124.4896,45.7765,10,173.51,40.08,2.58,0.43,130,Semi,0.28,FALSE,Oregon,56,-75,8.0 - 8.5
6039,-90.7335,28.2566,261,67.25,106.38,1.02,0.42,130,Semi,0.33,FALSE,Louisiana,50,-81,7.5 - 8.0
6309,-91.2587,28.6717,261,20.34,84.12,0.98,0.40,130,Monopile,0.28,TRUE,Louisiana,50,-81,7.0 - 7.5
6095,-92.3713,28.4225,162,54.93,144.73,1.07,0.40,130,Semi,0.33,FALSE,Louisiana,49,-82,7.0 - 7.5
6873,-88.4451,29.2918,261,71.93,83.92,0.88,0.40,130,Semi,0.28,FALSE,Louisiana,50,-81,7.0 - 7.5
6943,-88.4363,29.3888,261,56.32,85.80,0.87,0.40,130,Semi,0.28,FALSE,Louisiana,50,-81,7.0 - 7.5
781,-80.2904,30.5549,310,40.74,101.04,1.29,0.40,131,Semi,0.33,FALSE,Florida,44,-87,7.0 - 7.5
219,-80.3633,28.9890,313,30.41,46.96,0.94,0.38,131,Jacket,0.28,TRUE,Florida,44,-86,7.0 - 7.5
1165,-78.4229,31.2563,299,644.83,222.88,1.60,0.46,131,Semi,0.33,FALSE,South Carolina,42,-89,7.5 - 8.0
1022,-78.7285,30.9104,297,812.48,217.12,1.59,0.46,131,Semi,0.33,FALSE,South Carolina,41,-89,7.5 - 8.0
19,-79.7738,27.4157,313,383.30,7.29,1.14,0.36,131,Semi,0.28,FALSE,Florida,44,-86,7.0 - 7.5
7235,-88.3830,29.9702,264,29.92,67.64,0.64,0.39,131,Jacket,0.28,TRUE,Mississippi,48,-83,7.0 - 7.5
6389,-89.4939,28.6768,261,119.49,46.87,1.01,0.41,131,Semi,0.28,FALSE,Louisiana,50,-81,7.5 - 8.0
1201,-78.1786,31.3156,299,682.53,233.72,1.64,0.46,131,Semi,0.33,FALSE,South Carolina,42,-89,7.5 - 8.0
5809,-93.0431,28.0527,162,95.34,188.03,1.17,0.41,131,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
5883,-92.7117,28.1406,162,79.56,177.02,1.15,0.41,131,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
8745,-90.8398,47.0972,129,49.38,27.22,0.40,0.40,131,Jacket,0.22,TRUE,Wisconsin,44,-87,7.5 - 8.0
1439,-77.4669,31.8890,298,808.56,231.15,1.67,0.47,131,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
938,-80.1044,30.9215,275,41.31,116.94,1.39,0.41,131,Semi,0.33,FALSE,Georgia,41,-89,7.0 - 7.5
273,-80.6500,29.2289,311,25.54,26.27,1.02,0.36,131,Jacket,0.28,TRUE,Florida,44,-86,6.5 - 7.0
5882,-92.8211,28.1440,162,78.29,177.02,1.17,0.41,131,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
1058,-78.7080,31.0058,297,807.16,213.44,1.60,0.46,131,Semi,0.33,FALSE,South Carolina,41,-89,7.5 - 8.0
31,-79.8440,27.6249,313,269.89,17.12,1.10,0.37,131,Semi,0.28,FALSE,Florida,44,-86,7.0 - 7.5
5665,-93.2679,27.8634,162,131.57,211.07,1.18,0.41,131,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
10149,-124.6867,46.5478,1,609.61,39.55,2.56,0.45,131,Semi,0.28,FALSE,Washington,55,-75,8.5 - 9.0
9662,-124.0802,39.2070,20,693.81,17.86,2.61,0.44,131,Semi,0.28,FALSE,California,49,-82,9.5 - 10.0
6040,-90.6242,28.2511,261,68.35,101.92,1.03,0.42,131,Semi,0.33,FALSE,Louisiana,50,-81,7.5 - 8.0
5461,-93.9290,27.5852,175,691.15,213.27,1.24,0.44,131,Semi,0.33,FALSE,Texas,51,-80,7.0 - 7.5
10077,-124.3165,45.7124,10,140.68,30.07,2.58,0.42,131,Semi,0.28,FALSE,Oregon,56,-75,8.0 - 8.5
863,-79.8083,30.6814,275,437.32,147.46,1.43,0.43,131,Semi,0.33,FALSE,Georgia,41,-90,7.5 - 8.0
1011,-79.9549,31.0964,275,54.08,113.78,1.39,0.41,131,Semi,0.33,FALSE,Georgia,41,-90,7.5 - 8.0
7198,-87.8356,29.8330,267,34.43,53.71,0.70,0.39,131,Jacket,0.28,TRUE,Alabama,42,-89,7.0 - 7.5
10066,-124.6718,45.5337,10,460.65,46.33,2.59,0.45,131,Semi,0.28,FALSE,Oregon,55,-75,8.5 - 9.0
246,-80.4544,29.1009,311,28.24,42.82,0.94,0.37,131,Jacket,0.28,TRUE,Florida,44,-86,7.0 - 7.5
6453,-89.2665,28.7604,261,144.76,34.64,0.83,0.41,131,Semi,0.28,FALSE,Louisiana,50,-81,7.5 - 8.0
24,-79.8624,27.5286,313,241.83,17.12,1.10,0.36,131,Semi,0.28,FALSE,Florida,44,-86,7.0 - 7.5
5660,-93.8129,27.8760,175,110.67,197.69,1.19,0.41,131,Semi,0.33,FALSE,Texas,51,-80,7.0 - 7.5
10031,-124.7706,45.1057,13,517.22,58.10,2.64,0.46,131,Semi,0.28,FALSE,Oregon,55,-75,8.5 - 9.0
10085,-124.3572,45.8051,10,146.96,30.50,2.58,0.42,131,Semi,0.28,FALSE,Oregon,56,-75,8.0 - 8.5
5884,-92.6024,28.1372,162,82.19,177.02,1.15,0.41,131,Semi,0.33,FALSE,Louisiana,48,-82,7.0 - 7.5
1341,-77.5332,31.6041,298,805.27,256.87,1.69,0.48,131,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
6323,-89.7209,28.5926,261,195.44,61.13,1.01,0.41,131,Semi,0.28,FALSE,Louisiana,50,-81,7.5 - 8.0
1533,-77.1748,32.1358,292,851.53,213.03,1.72,0.48,131,Semi,0.33,FALSE,North Carolina,50,-81,8.0 - 8.5
9351,-120.4798,34.1107,29,75.36,50.08,2.32,0.49,131,Semi,0.22,FALSE,California,49,-81,9.0 - 9.5
1203,-77.9554,31.2792,298,773.55,251.27,1.64,0.47,131,Semi,0.33,FALSE,South Carolina,42,-89,7.5 - 8.0
6023,-92.4850,28.3287,162,59.32,155.46,1.07,0.40,131,Semi,0.33,FALSE,Louisiana,49,-82,7.0 - 7.5
10015,-124.2969,45.0066,13,170.65,36.84,2.58,0.44,131,Semi,0.28,FALSE,Oregon,56,-75,8.5 - 9.0
10339,-125.3191,48.2519,1,114.54,50.62,2.57,0.44,131,Semi,0.28,FALSE,Washington,55,-75,8.5 - 9.0
6117,-89.9614,28.3134,261,150.77,90.35,0.99,0.41,131,Semi,0.28,FALSE,Louisiana,50,-81,7.5 - 8.0
1406,-77.4890,31.7940,298,770.87,240.54,1.67,0.48,131,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
9900,-124.9790,43.6397,14,961.02,51.81,2.65,0.47,131,Semi,0.28,FALSE,Oregon,55,-76,9.0 - 9.5
18,-79.8807,27.4322,313,214.46,16.86,1.10,0.36,131,Semi,0.28,FALSE,Florida,44,-86,7.0 - 7.5
6366,-92.0240,28.8003,261,28.98,103.66,0.79,0.42,131,Jacket,0.28,TRUE,Louisiana,50,-81,7.5 - 8.0
7392,-87.0050,30.2554,269,24.92,38.25,0.75,0.37,131,Jacket,0.22,TRUE,Florida,38,-93,7.0 - 7.5
7004,-88.4274,29.4857,261,51.50,87.69,0.87,0.40,131,Semi,0.28,FALSE,Louisiana,50,-81,7.0 - 7.5
7149,-88.5120,29.7842,264,30.12,83.03,0.67,0.40,131,Jacket,0.28,TRUE,Mississippi,48,-83,7.0 - 7.5
6365,-92.1341,28.8043,162,30.37,105.10,0.79,0.42,131,Jacket,0.28,TRUE,Louisiana,48,-83,7.5 - 8.0
1308,-77.5552,31.5090,298,811.42,262.59,1.69,0.48,131,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
780,-80.4015,30.5708,310,36.75,91.30,1.27,0.40,131,Jacket,0.33,TRUE,Florida,44,-87,7.0 - 7.5
10021,-124.7298,45.0133,13,501.52,60.90,2.61,0.46,131,Semi,0.28,FALSE,Oregon,55,-76,9.0 - 9.5
10025,-124.2060,45.1276,10,141.20,29.05,2.56,0.43,131,Semi,0.28,FALSE,Oregon,56,-75,8.5 - 9.0
6657,-88.9122,29.0306,261,108.74,40.47,0.86,0.39,131,Semi,0.22,FALSE,Louisiana,50,-81,7.0 - 7.5
7064,-88.3077,29.5748,264,42.21,91.15,0.87,0.40,131,Semi,0.28,FALSE,Mississippi,48,-83,7.0 - 7.5
986,-78.7489,30.8151,297,819.97,220.83,1.58,0.46,131,Semi,0.33,FALSE,South Carolina,41,-90,7.5 - 8.0
10048,-124.7214,45.3197,10,528.13,47.53,2.61,0.45,131,Semi,0.28,FALSE,Oregon,55,-76,8.5 - 9.0
782,-80.1793,30.5389,310,69.80,111.10,1.43,0.40,131,Semi,0.33,FALSE,Florida,44,-87,7.0 - 7.5
274,-80.5456,29.2128,311,27.07,35.73,0.97,0.37,131,Jacket,0.28,TRUE,Florida,44,-87,7.0 - 7.5
5406,-93.7144,27.4830,175,628.11,236.38,1.23,0.44,131,Semi,0.33,FALSE,Texas,51,-80,7.0 - 7.5
1130,-78.4438,31.1610,299,743.98,226.77,1.61,0.46,131,Semi,0.33,FALSE,South Carolina,42,-89,7.5 - 8.0
1471,-77.4447,31.9839,298,823.84,221.59,1.67,0.47,131,Semi,0.33,FALSE,South Carolina,42,-89,8.0 - 8.5
457,-80.9627,29.8665,310,23.19,37.02,0.91,0.36,131,Monopile,0.28,TRUE,Florida,44,-87,6.5 - 7.0
5666,-93.1589,27.8605,162,181.20,210.31,1.17,0.41,131,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
10324,-125.4123,48.1289,1,120.63,60.98,2.64,0.45,131,Semi,0.28,FALSE,Washington,55,-76,8.5 - 9.0
5588,-93.8154,27.7784,175,219.33,205.53,1.20,0.41,131,Semi,0.33,FALSE,Texas,51,-80,7.0 - 7.5
36,-79.9329,27.7377,313,131.03,27.89,1.16,0.37,131,Semi,0.28,FALSE,Florida,44,-87,7.0 - 7.5
1240,-77.5990,31.3190,298,850.76,273.56,1.69,0.49,131,Semi,0.33,FALSE,South Carolina,42,-90,7.5 - 8.0
1202,-78.0670,31.2975,298,738.64,242.45,1.64,0.47,131,Semi,0.33,FALSE,South Carolina,42,-90,7.5 - 8.0
5810,-92.9339,28.0496,162,95.27,187.80,1.17,0.41,131,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
5661,-93.7039,27.8737,175,118.02,204.18,1.18,0.41,131,Semi,0.33,FALSE,Texas,51,-80,7.0 - 7.5
6390,-89.3841,28.6700,261,139.93,43.40,1.01,0.41,131,Semi,0.28,FALSE,Louisiana,50,-82,7.5 - 8.0
6367,-91.9138,28.7962,261,26.75,99.23,0.79,0.41,131,Jacket,0.28,TRUE,Louisiana,50,-82,7.5 - 8.0
5459,-94.1463,27.5892,175,777.54,198.98,1.24,0.44,131,Semi,0.33,FALSE,Texas,51,-81,7.0 - 7.5
6322,-89.8306,28.5990,261,387.53,61.13,0.99,0.41,131,Semi,0.28,FALSE,Louisiana,50,-82,7.5 - 8.0
33,-79.6298,27.5916,313,630.12,4.52,1.24,0.37,131,Semi,0.28,FALSE,Florida,44,-87,7.0 - 7.5
1094,-78.5760,31.0835,299,785.39,220.59,1.61,0.46,131,Semi,0.33,FALSE,South Carolina,42,-90,7.5 - 8.0
5397,-94.6912,27.4996,175,881.80,179.68,1.24,0.44,131,Semi,0.33,FALSE,Texas,51,-81,7.5 - 8.0
6024,-92.3755,28.3250,162,61.17,155.34,1.07,0.40,131,Semi,0.33,FALSE,Louisiana,49,-83,7.0 - 7.5
9611,-123.5276,38.1296,25,597.12,42.33,2.66,0.48,131,Semi,0.28,FALSE,California,50,-81,9.0 - 9.5
7065,-88.1968,29.5669,264,41.28,89.80,0.89,0.40,131,Semi,0.28,FALSE,Mississippi,48,-84,7.0 - 7.5
10100,-124.4389,45.9907,10,144.40,30.74,2.58,0.42,131,Semi,0.28,FALSE,Oregon,56,-76,8.0 - 8.5
10090,-124.6630,45.8405,10,231.16,52.29,2.58,0.44,131,Semi,0.28,FALSE,Oregon,55,-76,8.5 - 9.0
7066,-88.0859,29.5589,267,41.36,88.45,0.89,0.40,131,Semi,0.28,FALSE,Alabama,42,-90,7.0 - 7.5
6587,-89.1404,28.9461,261,41.27,24.98,0.86,0.38,131,Semi,0.22,FALSE,Louisiana,50,-81,7.0 - 7.5
6944,-88.3256,29.3810,261,56.90,93.95,0.87,0.40,131,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
7111,-87.9656,29.6476,267,40.08,76.52,0.89,0.39,131,Semi,0.28,FALSE,Alabama,42,-90,7.0 - 7.5
6658,-88.8020,29.0233,261,193.48,51.19,0.86,0.40,131,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
1275,-77.5771,31.4140,298,835.62,268.27,1.69,0.48,131,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
71,-80.0750,28.1555,313,49.08,36.57,1.26,0.37,131,Semi,0.28,FALSE,Florida,44,-87,7.0 - 7.5
5737,-93.0465,27.9551,162,128.93,198.80,1.17,0.41,131,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
1373,-77.5111,31.6990,298,796.86,249.88,1.69,0.48,131,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
7328,-87.0261,30.0621,269,49.62,55.37,0.75,0.39,132,Semi,0.28,FALSE,Florida,38,-93,7.0 - 7.5
5399,-94.4741,27.4967,175,823.36,189.31,1.24,0.44,132,Semi,0.33,FALSE,Texas,51,-81,7.0 - 7.5
975,-79.9739,31.0008,275,72.07,120.74,1.39,0.41,132,Semi,0.33,FALSE,Georgia,41,-90,7.5 - 8.0
10201,-124.9388,47.1053,1,258.67,66.64,2.64,0.46,132,Semi,0.28,FALSE,Washington,55,-76,8.5 - 9.0
6041,-90.5148,28.2455,261,72.21,99.43,1.03,0.41,132,Semi,0.33,FALSE,Louisiana,50,-82,6.5 - 7.0
6800,-88.7852,29.2174,261,67.28,50.92,0.83,0.39,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
275,-80.4363,29.1970,311,30.32,46.16,0.94,0.37,132,Jacket,0.28,TRUE,Florida,44,-87,7.0 - 7.5
5812,-92.7155,28.0431,162,103.59,187.80,1.15,0.41,132,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
83,-80.0567,28.2517,313,60.47,38.68,1.31,0.38,132,Semi,0.28,FALSE,Florida,44,-87,7.0 - 7.5
5811,-92.8247,28.0464,162,96.94,187.80,1.17,0.41,132,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
1232,-78.4930,31.4645,299,616.45,201.64,1.59,0.45,132,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
9778,-124.4057,41.6484,20,119.73,23.08,2.53,0.41,132,Semi,0.28,FALSE,California,49,-82,9.5 - 10.0
7192,-88.5032,29.8810,264,28.61,76.57,0.64,0.39,132,Jacket,0.28,TRUE,Mississippi,48,-84,7.0 - 7.5
422,-80.7854,29.7396,309,24.98,43.39,0.70,0.37,132,Jacket,0.28,TRUE,Florida,44,-87,7.0 - 7.5
1440,-77.3546,31.8702,298,822.68,235.98,1.67,0.47,132,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
10011,-124.8196,44.8919,13,391.83,67.17,2.67,0.46,132,Semi,0.28,FALSE,Oregon,55,-76,9.0 - 9.5
7062,-88.5295,29.5903,261,38.29,79.66,0.87,0.41,132,Jacket,0.28,TRUE,Louisiana,50,-82,7.0 - 7.5
5463,-93.7118,27.5807,175,606.11,228.91,1.23,0.43,132,Semi,0.33,FALSE,Texas,51,-81,7.0 - 7.5
1059,-78.5967,30.9882,297,811.80,223.74,1.61,0.46,132,Semi,0.33,FALSE,South Carolina,41,-90,7.5 - 8.0
823,-79.9384,30.6022,310,360.71,135.01,1.43,0.42,132,Semi,0.33,FALSE,Florida,44,-88,7.0 - 7.5
985,-78.8600,30.8325,297,810.25,210.99,1.55,0.46,132,Semi,0.33,FALSE,South Carolina,41,-90,7.5 - 8.0
9342,-119.9944,34.1147,29,194.57,34.78,0.89,0.42,132,Semi,0.22,FALSE,California,50,-81,8.0 - 8.5
1239,-77.7106,31.3375,298,829.41,264.11,1.68,0.48,132,Semi,0.33,FALSE,South Carolina,42,-90,7.5 - 8.0
6874,-88.3346,29.2840,261,80.20,94.02,0.89,0.40,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
8746,-90.6985,47.0921,129,30.02,29.62,0.39,0.38,132,Jacket,0.22,TRUE,Wisconsin,44,-88,7.0 - 7.5
6237,-92.3629,28.6173,162,38.13,123.44,1.07,0.40,132,Jacket,0.33,TRUE,Louisiana,49,-83,7.0 - 7.5
7005,-88.3167,29.4779,261,50.75,93.87,0.87,0.40,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
6729,-88.7936,29.1204,261,88.75,50.92,0.87,0.39,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
10098,-124.7042,45.9332,10,287.69,52.30,2.59,0.44,132,Semi,0.28,FALSE,Oregon,55,-76,8.5 - 9.0
1238,-77.8222,31.3560,298,807.78,254.79,1.64,0.47,132,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
7006,-88.2059,29.4700,261,49.21,95.52,0.89,0.40,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
5813,-92.6063,28.0397,162,107.97,187.80,1.15,0.41,132,Semi,0.33,FALSE,Louisiana,48,-83,7.0 - 7.5
7288,-87.1480,29.9745,269,48.61,60.83,0.75,0.39,132,Semi,0.28,FALSE,Florida,38,-94,7.0 - 7.5
458,-80.8779,29.8510,310,24.61,42.21,0.91,0.37,132,Monopile,0.28,TRUE,Florida,44,-87,7.0 - 7.5
10083,-124.6218,45.7478,10,223.22,49.56,2.59,0.44,132,Semi,0.28,FALSE,Oregon,55,-76,8.5 - 9.0
35,-80.0397,27.7545,313,48.52,22.08,1.19,0.36,132,Semi,0.28,FALSE,Florida,45,-87,6.5 - 7.0
6368,-91.8037,28.7919,261,25.34,94.75,0.81,0.41,132,Jacket,0.28,TRUE,Louisiana,50,-82,7.5 - 8.0
939,-79.9929,30.9053,275,101.83,124.45,1.39,0.41,132,Semi,0.33,FALSE,Georgia,41,-91,7.0 - 7.5
6042,-90.4055,28.2399,261,83.35,97.78,1.04,0.41,132,Semi,0.33,FALSE,Louisiana,50,-82,6.5 - 7.0
1407,-77.3769,31.7752,298,839.53,245.43,1.67,0.47,132,Semi,0.33,FALSE,South Carolina,42,-90,8.0 - 8.5
987,-78.6378,30.7975,297,835.04,230.81,1.61,0.46,132,Semi,0.33,FALSE,South Carolina,41,-91,7.5 - 8.0
7236,-88.2715,29.9623,264,30.49,64.70,0.66,0.39,132,Jacket,0.28,TRUE,Mississippi,48,-84,7.0 - 7.5
6044,-90.1869,28.2282,261,116.19,97.73,1.06,0.41,132,Semi,0.33,FALSE,Louisiana,50,-82,6.5 - 7.0
10307,-125.5051,48.0060,1,168.02,73.84,2.64,0.46,132,Semi,0.28,FALSE,Washington,55,-77,8.5 - 9.0
44,-79.8072,27.8175,313,322.42,25.68,1.26,0.37,132,Semi,0.28,FALSE,Florida,44,-88,7.0 - 7.5
6043,-90.2962,28.2341,261,101.81,96.52,1.05,0.41,132,Semi,0.33,FALSE,Louisiana,50,-82,6.5 - 7.0
534,-80.8424,30.0429,310,27.85,49.54,0.91,0.37,132,Jacket,0.28,TRUE,Florida,44,-88,7.0 - 7.5
6519,-89.0387,28.8436,261,237.14,38.38,0.86,0.40,132,Semi,0.28,FALSE,Louisiana,50,-82,7.0 - 7.5
6588,-89.0306,28.9407,261,101.83,33.67,0.86,0.39,132,Semi,0.22,FALSE,Louisiana,50,-82,7.0 - 7.5
1023,-78.6173,30.8928,297,826.76,227.26,1.61,0.46,132,Semi,0.33,FALSE,South Carolina,41,-91,7.5 - 8.0
7007,-88.0951,29.4620,267,49.05,97.11,0.89,0.40,132,Semi,0.28,FALSE,Alabama,42,-91,7.0 - 7.5
6107,-91.0560,28.3697,261,50.18,110.10,0.97,0.42,132,Semi,0.28,FALSE,Louisiana,50,-82,7.5 - 8.0
6518,-89.1487,28.8506,261,148.39,31.66,0.86,0.40,132,Semi,0.22,FALSE,Louisiana,50,-82,7.0 - 7.5
5955,-92.4891,28.2312,162,66.11,166.24,1.13,0.40,132,Semi,0.33,FALSE,Louisiana,49,-84,7.0 - 7.5
10074,-124.7128,45.6263,10,439.64,52.53,2.61,0.45,132,Semi,0.28,FALSE,Oregon,55,-77,8.5 - 9.0
7197,-87.9468,29.8413,267,32.47,56.83,0.70,0.38,132,Jacket,0.28,TRUE,Alabama,42,-90,7.0 - 7.5
